,Player,From,To,Position,Height,Weight,Birth Date,College,bball_id
863,Sedric Toney,1986,1994,G,6-2,178,"April 13, 1962",Dayton,toneyse01
864,Andy Tonkovich,1949,1949,G,6-1,185,"November 1, 1922",Marshall,tonkoan01
865,Andy Toolson,1991,1996,G-F,6-6,210,"January 19, 1966",BYU,toolsan01
866,Jack Toomay,1948,1950,C-F,6-6,215,"August 9, 1922",University of the Pacific,toomaja01
867,Bernard Toone,1980,1980,F,6-9,210,"July 14, 1956",Marquette,toonebe01
868,Jacob Toppin,2024,2025,F,6-9,205,"May 8, 2000","Rhode Island, Kentucky",toppija01
869,Obi Toppin,2021,2025,F,6-9,220,"March 4, 1998",Dayton,toppiob01
870,Irv Torgoff,1947,1949,F,6-2,192,"March 6, 1917",Long Island University,torgoir01
871,Gene Tormohlen,1963,1970,C-F,6-8,230,"May 12, 1937",Tennessee,tormobu01
872,Óscar Torres,2002,2003,F,6-6,210,"December 18, 1976",,torreos01
873,Juan Toscano-Anderson,2020,2024,F,6-6,209,"April 10, 1993",Marquette,toscaju01
874,Bill Tosheff,1952,1954,G,6-1,175,"June 2, 1926",Indiana,toshebi01
875,Bob Tough,1949,1950,G-F,6-0,185,"August 28, 1920",St. John's,toughbo01
876,Axel Toupane,2016,2021,G-F,6-7,197,"July 23, 1992",,toupaax01
877,Monte Towe,1976,1977,G,5-7,150,"September 27, 1953",NC State,towemo01
878,Keith Tower,1994,1997,C-F,6-11,250,"May 15, 1970",Notre Dame,towerke01
879,Blackie Towery,1949,1950,F-C,6-4,210,"June 20, 1920",Western Kentucky,towerbl01
880,Linton Townes,1983,1985,F-G,6-7,190,"November 30, 1959",James Madison University,towneli01
881,Karl-Anthony Towns,2016,2025,C-F,7-0,248,"November 15, 1995",Kentucky,townska01
882,Raymond Townsend,1979,1982,G,6-3,175,"December 20, 1955",UCLA,townsra01
883,Armel Traoré,2025,2025,F,6-8,215,"January 23, 2003",,armeltr01
884,George Trapp,1972,1977,F-C,6-8,205,"July 11, 1948",Cal State Long Beach,trappge01
885,John Trapp,1969,1973,F,6-7,210,"October 2, 1945","Voorhees College, Pasadena City College, UNLV",trappjo01
886,Luke Travers,2025,2025,G,6-8,199,"September 3, 2001",,travelu01
887,Robert Traylor,1999,2005,F,6-8,284,"February 1, 1977",Michigan,traylro01
888,Gary Trent,1996,2004,F,6-8,250,"September 22, 1974",Ohio University,trentga01
889,Gary Trent Jr.,2019,2025,G,6-5,209,"January 18, 1999",Duke,trentga02
890,Jeff Trepagnier,2002,2004,G,6-4,200,"July 11, 1979",USC,trepaje01
891,John Tresvant,1965,1973,F-C,6-7,215,"November 6, 1939",Seattle University,tresvjo01
892,Allonzo Trier,2019,2020,G,6-4,200,"January 17, 1996",Arizona,trieral01
893,Dick Triptow,1949,1950,G-F,6-0,170,"November 3, 1922",DePaul,triptdi01
894,Kelly Tripucka,1982,1991,F-G,6-6,220,"February 16, 1959",Notre Dame,tripuke01
895,Ansley Truitt,1973,1973,C,6-9,215,"August 24, 1950",California,truitan01
896,Cezary Trybański,2003,2004,C,7-2,240,"September 22, 1979",,trybace01
897,Jake Tsakalidis,2001,2007,C,7-2,285,"June 10, 1979",,tsakaja01
898,John Tschogl,1973,1975,F,6-6,206,"April 25, 1950",UC Santa Barbara,tschojo01
899,Oscar Tshiebwe,2024,2025,F,6-9,260,"November 27, 1999","West Virginia, Kentucky",tshieos01
900,Lou Tsioropoulos,1957,1959,F,6-5,190,"August 31, 1930",Kentucky,tsiorlo01
901,Nikoloz Tskitishvili,2003,2006,F,7-0,225,"April 14, 1983",,tskitni01
902,Al Tucker,1968,1972,F,6-8,190,"February 24, 1943",Oklahoma Baptist University,tuckeal01
903,Alando Tucker,2008,2010,F,6-6,205,"February 11, 1984",Wisconsin,tuckeal02
904,Anthony Tucker,1995,1995,F,6-8,220,"April 4, 1969","Georgetown, Wake Forest",tuckean01
905,Jim Tucker,1955,1957,F,6-7,185,"December 11, 1932",Duquesne,tuckeji01
906,P.J. Tucker,2007,2024,F,6-5,245,"May 5, 1985",Texas,tuckepj01
907,Rayjon Tucker,2020,2022,F,6-3,209,"September 24, 1997","Florida Gulf Coast, Little Rock",tuckera01
908,Trent Tucker,1983,1993,G,6-5,193,"December 20, 1959",Minnesota,tucketr01
909,Ronny Turiaf,2006,2015,F,6-10,249,"January 13, 1983",Gonzaga,turiaro01
910,Mirsad Türkcan,2000,2000,F,6-9,236,"June 7, 1976",,turkcmi01
911,Hedo Türkoğlu,2001,2015,F,6-10,220,"March 19, 1979",,turkohe01
912,Andre Turner,1987,1992,G,5-11,160,"December 13, 1964",Memphis,turnean01
913,Bill Turner,1968,1973,F,6-7,220,"February 18, 1944",University of Akron,turnebi01
914,Elston Turner,1982,1989,G-F,6-5,190,"June 10, 1959",Ole Miss,turneel01
915,Evan Turner,2011,2020,G,6-6,220,"October 27, 1988",Ohio State,turneev01
916,Gary Turner,1968,1968,F,6-7,200,"November 23, 1942","Paris Junior College, TCU",turnega01
917,Henry Turner,1990,1995,G-F,6-7,200,"August 18, 1966",Cal State Fullerton,turnehe02
918,Herschell Turner,1968,1968,G,6-2,195,"March 29, 1938",Nebraska,turnehe01
919,Jack Turner,1955,1955,F-G,6-4,170,"June 29, 1930",Western Kentucky,turneja01
920,Jack Turner,1962,1962,G-F,6-5,200,"June 5, 1939",Louisville,turneja02
921,Jeff Turner,1985,1996,F-C,6-9,230,"April 9, 1962",Vanderbilt,turneje01
922,John Turner,1992,1992,F,6-8,245,"November 30, 1967","Georgetown, Phillips University",turnejo01
923,Myles Turner,2016,2025,C-F,6-11,250,"March 24, 1996",Texas,turnemy01
924,Wayne Turner,2000,2000,G,6-2,190,"March 22, 1976",Kentucky,turnewa01
925,Melvin Turpin,1985,1990,C,6-11,240,"December 28, 1960",Kentucky,turpime01
926,Dave Twardzik,1973,1980,G,6-1,175,"September 20, 1950",Old Dominion,twardda01
927,Jack Twyman,1956,1966,F-G,6-6,210,"May 11, 1934",Cincinnati,twymaja01
928,B.J. Tyler,1995,1995,G,6-1,185,"April 30, 1971","DePaul, Texas",tylerbj01
929,Jeremy Tyler,2012,2014,C,6-10,260,"June 21, 1991",,tylerje01
930,Terry Tyler,1979,1989,F-G,6-7,215,"October 30, 1956",Detroit Mercy,tylerte01
931,Charlie Tyra,1958,1962,C-F,6-8,230,"August 16, 1935",Louisville,tyrach01
932,Hunter Tyson,2024,2025,F,6-8,215,"June 13, 2000",Clemson,tysonhu01
933,Jaylon Tyson,2025,2025,G,6-6,215,"December 2, 2002","Texas, Texas Tech, California",tysonja01
934,Edwin Ubiles,2012,2012,G,6-6,204,"November 26, 1986",Siena College,ubileed01
935,Ekpe Udoh,2011,2019,C-F,6-10,245,"May 20, 1987","Michigan, Baylor",udohek01
936,Ime Udoka,2004,2011,F,6-6,215,"August 9, 1977","San Francisco, Portland State",udokaim01
937,Beno Udrih,2005,2017,G,6-3,205,"July 5, 1982",,udrihbe01
938,Roko Ukić,2009,2010,G,6-5,183,"May 12, 1984",,ukicro01
939,Tyler Ulis,2017,2019,G,5-10,160,"January 5, 1996",Kentucky,ulisty01
940,Stanley Umude,2023,2025,G,6-6,210,"April 12, 1999","South Dakota, Arkansas",umudest01
941,Wes Unseld,1969,1981,C-F,6-7,245,"March 14, 1946",Louisville,unselwe01
942,Hal Uplinger,1954,1954,G,6-4,185,"September 30, 1929",Long Island University,uplinha01
943,Kelvin Upshaw,1989,1991,G,6-2,180,"January 24, 1963",Utah,upshake01
944,Jarrod Uthoff,2017,2020,F,6-9,221,"May 19, 1993",Iowa,uthofja01
945,Ben Uzoh,2011,2012,G,6-3,205,"March 19, 1988",Tulsa,uzohbe01
946,Steve Vacendak,1968,1970,G,6-1,185,"August 15, 1944",Duke,vacenst01
947,Jonas Valančiūnas,2013,2025,C,6-11,265,"May 6, 1992",,valanjo01
948,Darnell Valentine,1982,1991,G,6-1,183,"February 3, 1959",Kansas,valenda01
949,Denzel Valentine,2017,2022,G,6-4,220,"November 16, 1993",Michigan State,valende01
950,Ronnie Valentine,1981,1981,F,6-7,210,"November 27, 1957",Old Dominion,valenro01
951,John Vallely,1971,1972,G,6-3,185,"October 3, 1948",UCLA,vallejo01
952,Dick Van Arsdale,1966,1977,G-F,6-5,210,"February 22, 1943",Indiana,vanardi01
953,Tom Van Arsdale,1966,1977,F-G,6-5,202,"February 22, 1943",Indiana,vanarto01
954,Nick Van Exel,1994,2006,G,6-1,170,"November 27, 1971","Trinity Valley CC, Cincinnati",vanexni01
955,Keith Van Horn,1998,2006,F,6-10,220,"October 23, 1975",Utah,vanhoke01
956,Norm Van Lier,1970,1979,G,6-1,173,"April 1, 1947",Saint Francis University,vanlino01
957,Dennis Van Zant,1976,1976,F,6-9,210,"June 1, 1952",Azusa Pacific University,vanzade01
958,Fred VanVleet,2017,2025,G,6-0,197,"February 25, 1994",Wichita State,vanvlfr01
959,Gene Vance,1948,1952,G-F,6-3,195,"February 25, 1923",Illinois,vancege01
960,Logan Vander Velden,1996,1996,F,6-8,215,"April 3, 1971",Green Bay,vandelo01
961,Jarred Vanderbilt,2019,2025,F,6-8,214,"April 3, 1999",Kentucky,vandeja01
962,Ernie Vandeweghe,1950,1956,F-G,6-3,195,"September 12, 1928",Colgate,vandeer01
963,Kiki Vandeweghe,1981,1993,F,6-8,220,"August 1, 1958",UCLA,vandeki01
964,Nick Vanos,1986,1987,C,7-1,255,"April 13, 1963",Santa Clara,vanosni01
965,David Vanterpool,2001,2001,G,6-5,200,"March 31, 1973",St. Bonaventure,vanteda01
966,Ratko Varda,2002,2002,C,7-1,260,"May 6, 1979",,vardara01
967,Anderson Varejão,2005,2021,F-C,6-11,273,"September 28, 1982",,varejan01
968,Jarvis Varnado,2013,2014,F,6-9,230,"March 1, 1988",Mississippi State,varnaja01
969,Greivis Vásquez,2011,2017,G,6-6,217,"January 16, 1987",Maryland,vasqugr01
970,Devin Vassell,2021,2025,G-F,6-5,200,"August 23, 2000",Florida State,vassede01
971,Chico Vaughn,1963,1970,G,6-2,190,"February 19, 1940",Southern Illinois,vaughch01
972,David Vaughn,1975,1976,C,6-11,220,"June 4, 1952",Oral Roberts,vaughda01
973,David Vaughn,1996,1999,F,6-9,240,"March 23, 1973",Memphis,vaughda02
974,Jacque Vaughn,1998,2009,G,6-1,190,"February 11, 1975",Kansas,vaughja01
975,Rashad Vaughn,2016,2018,G,6-6,202,"August 16, 1996",UNLV,vaughra01
976,Virgil Vaughn,1947,1947,F-C,6-4,205,"May 15, 1918",Western Kentucky,vaughvi01
977,Loy Vaught,1991,2001,F,6-9,230,"February 27, 1968",Michigan,vaughlo01
978,Bob Verga,1968,1974,G,6-1,190,"September 7, 1945",Duke,vergabo01
979,Pete Verhoeven,1982,1987,F,6-9,215,"February 15, 1959",Fresno State,verhope01
980,Jan Veselý,2012,2014,F,6-11,240,"April 24, 1990",,veselja01
981,Gundars Vētra,1993,1993,F,6-6,195,"May 22, 1967",,vetragu01
982,Sasha Vezenkov,2024,2024,F,6-9,225,"August 6, 1995",,vezenal01
983,João Vianna,1992,1992,F,6-9,215,"November 15, 1966",,viannjo01
984,Charlie Villanueva,2006,2016,F,6-11,232,"August 24, 1984",UConn,villach01
985,Gabe Vincent,2020,2025,G,6-3,195,"June 14, 1996",UC Santa Barbara,vincega01
986,Jay Vincent,1982,1990,F,6-7,220,"June 10, 1959",Michigan State,vinceja01
987,Sam Vincent,1986,1992,G,6-2,185,"May 18, 1963",Michigan State,vincesa01
988,Marcus Vinicius,2007,2008,F,6-8,225,"May 31, 1984",,vincima01
989,Fred Vinson,1995,2000,G,6-4,190,"January 28, 1971",Georgia Tech,vinsofr01
990,Claude Virden,1973,1973,F,6-6,195,"November 25, 1947",Murray State,virdecl01
991,Gary Voce,1990,1990,F,6-9,240,"November 24, 1965",Notre Dame,vocega01
992,Floyd Volker,1950,1950,F-C,6-4,205,"June 21, 1921",Wyoming,volkefl01
993,Alexander Volkov,1990,1992,C,6-10,218,"March 28, 1964",,volkoal01
994,Whitey Von Nieda,1950,1950,G-F,6-1,170,"June 19, 1922",Penn State,vonniwh01
995,Noah Vonleh,2015,2023,F-C,6-10,257,"August 24, 1995",Indiana,vonleno01
996,Jake Voskuhl,2001,2009,C,6-11,245,"November 1, 1977",UConn,voskuja01
997,Danny Vranes,1982,1988,F,6-7,210,"October 29, 1958",Utah,vraneda01
998,Slavko Vraneš,2004,2004,C,7-5,275,"January 30, 1983",,vranesl01
999,Stojko Vranković,1991,1999,C,7-2,260,"January 22, 1964",,vrankst01
1000,Brett Vroman,1981,1981,C,7-0,220,"December 25, 1955","UCLA, UNLV",vromabr01
1001,Jackson Vroman,2005,2006,F-C,6-10,220,"June 6, 1981",Iowa State,vromaja01
1002,Nikola Vučević,2012,2025,C,6-10,260,"October 24, 1990",USC,vucevni01
1003,Sasha Vujačić,2005,2017,G,6-7,195,"March 8, 1984",,vujacsa01
1004,Tristan Vukcevic,2024,2025,F-C,6-10,223,"March 11, 2003",,vukcetr01
1005,Butch van Breda Kolff,1947,1950,G-F,6-3,185,"October 28, 1922",NYU,vanbrbu01
1006,Jan van Breda Kolff,1975,1983,F-G,6-7,195,"December 16, 1951",Vanderbilt,vanbrja01
1007,Dean Wade,2020,2025,F,6-9,228,"November 20, 1996",Kansas State,wadede01
1008,Dwyane Wade,2004,2019,G,6-4,220,"January 17, 1982",Marquette,wadedw01
1009,Mark Wade,1988,1990,G,5-11,160,"October 15, 1965","Oklahoma, UNLV",wadema01
1010,Von Wafer,2006,2012,G,6-5,210,"July 21, 1985",Florida State,wafervo01
1011,Clint Wager,1950,1950,C-F,6-6,210,"January 20, 1920",Saint Mary's University of Minnesota,wagercl01
1012,Dajuan Wagner,2003,2007,G,6-2,200,"February 4, 1983",Memphis,wagneda02
1013,Danny Wagner,1950,1950,G,6-0,170,"August 1, 1922",Texas,wagneda01
1014,Franz Wagner,2022,2025,G-F,6-10,225,"August 27, 2001",Michigan,wagnefr01
1015,Milt Wagner,1988,1991,G,6-5,185,"February 20, 1963",Louisville,wagnemi01
1016,Moritz Wagner,2019,2025,F-C,6-11,245,"April 26, 1997",Michigan,wagnemo01
1017,Phil Wagner,1969,1969,G,6-2,190,"December 18, 1945",Georgia Tech,wagneph01
1018,Ish Wainright,2022,2024,F,6-6,250,"September 12, 1994",Baylor,wainris01
1019,Dion Waiters,2013,2020,G,6-3,215,"December 10, 1991",Syracuse,waitedi01
1020,Granville Waiters,1984,1988,C,6-11,225,"January 8, 1961",Ohio State,waitegr01
1021,Andre Wakefield,1979,1980,G,6-3,175,"January 11, 1955",Loyola Chicago,wakefan01
1022,Neal Walk,1970,1977,C,6-10,220,"July 29, 1948",Florida,walkne01
1023,Andy Walker,1977,1977,G,6-4,190,"March 25, 1955",Niagara University,walkean01
1024,Antoine Walker,1997,2008,F,6-9,224,"August 12, 1976",Kentucky,walkean02
1025,Brady Walker,1949,1952,F-C,6-6,205,"March 15, 1921",BYU,walkebr01
1026,Chet Walker,1963,1975,F-G,6-7,212,"February 22, 1940",Bradley,walkech01
1027,Darrell Walker,1984,1993,G,6-4,180,"March 9, 1961",Arkansas,walkeda01
1028,Foots Walker,1975,1984,G,6-0,184,"May 21, 1951","Vincennes University, West Georgia",walkefo01
1029,Henry Walker,2009,2015,F,6-6,220,"October 9, 1987",Kansas State,walkebi01
1030,Horace Walker,1962,1962,F,6-3,210,"April 17, 1937",Michigan State,walkeho01
1031,Jabari Walker,2023,2025,F,6-9,215,"July 30, 2002",Colorado,walkeja01
1032,Jarace Walker,2024,2025,F,6-8,240,"September 4, 2003",Houston,walkeja02
1033,Jimmy Walker,1968,1976,G,6-3,195,"April 8, 1944",Providence,walkeji01
1034,Kemba Walker,2012,2023,G,6-0,184,"May 8, 1990",UConn,walkeke02
1035,Kenny Walker,1987,1995,F,6-8,210,"August 18, 1964",Kentucky,walkeke01
1036,Lonnie Walker IV,2019,2024,G,6-4,204,"December 14, 1998",Miami (FL),walkelo01
1037,M.J. Walker,2022,2022,G,6-5,213,"March 28, 1998",Florida State,walkemj01
1038,Phil Walker,1978,1978,G,6-3,180,"March 20, 1956",Millersville,walkeph01
1039,Samaki Walker,1997,2006,F,6-9,240,"February 25, 1976",Louisville,walkesa01
1040,Wally Walker,1977,1984,F,6-7,190,"July 18, 1954",Virginia,walkewa01
1041,John Wall,2011,2023,G,6-3,210,"September 6, 1990",Kentucky,walljo01
1042,Ben Wallace,1997,2012,F-C,6-9,240,"September 10, 1974","Cuyahoga Community College, Virginia Union University",wallabe01
1043,Cason Wallace,2024,2025,G,6-4,205,"November 7, 2003",Kentucky,wallaca01
1044,Gerald Wallace,2002,2015,F,6-7,215,"July 23, 1982",Alabama,wallage01
1045,John Wallace,1997,2004,F,6-8,225,"February 9, 1974",Syracuse,wallajo01
1046,Keaton Wallace,2025,2025,G,6-3,195,"February 26, 1999",Texas-San Antonio,wallake01
1047,Rasheed Wallace,1996,2013,F-C,6-11,225,"September 17, 1974",UNC,wallara01
1048,Red Wallace,1947,1947,G,6-1,185,"July 12, 1918",University of Scranton,wallare01
1049,Tyrone Wallace,2018,2022,G,6-5,198,"June 10, 1994",California,wallaty01
1050,Dwight Waller,1969,1972,F,6-6,220,"October 5, 1945",Tennessee State,walledw01
1051,Jamie Waller,1988,1988,G,6-4,215,"November 20, 1964",Virginia Union University,walleja01
1052,Jim Walsh,1958,1958,F,6-4,195,"August 29, 1930",Stanford,walshji01
1053,Jordan Walsh,2024,2025,G-F,6-7,205,"March 3, 2004",Arkansas,walshjo01
1054,Matt Walsh,2006,2006,G-F,6-6,205,"December 2, 1982",Florida,walshma01
1055,Ja'Kobe Walter,2025,2025,G,6-5,180,"September 4, 2004",Baylor,walteja01
1056,Rex Walters,1994,2000,G,6-4,190,"March 12, 1970","Northwestern, Kansas",waltere01
1057,Paul Walther,1950,1955,G-F,6-2,160,"March 23, 1927",Tennessee,walthpa01
1058,Isaac Walthour,1954,1954,G,5-11,163,"August 25, 1930",,walthis01
1059,Bill Walton,1975,1987,C-F,6-11,210,"November 5, 1952",UCLA,waltobi01
1060,Derrick Walton,2018,2022,G,6-0,189,"April 3, 1995",Michigan,waltode01
1061,Lloyd Walton,1977,1981,G,6-0,160,"November 23, 1953",Marquette,waltoll01
1062,Luke Walton,2004,2013,F,6-8,235,"March 28, 1980",Arizona,waltolu01
1063,Brad Wanamaker,2019,2022,G,6-3,210,"July 25, 1989",Pitt,wanambr01
1064,Bobby Wanzer,1949,1957,G,6-0,170,"June 4, 1921",Seton Hall,wanzebo01
1065,Perry Warbington,1975,1975,G,6-2,165,"September 7, 1952",Georgia Southern University,warbipe01
1066,Charlie Ward,1995,2005,G,6-2,190,"October 12, 1970",Florida State,wardch01
1067,Gerry Ward,1964,1967,G,6-4,195,"September 6, 1941",Boston College,wardge01
1068,Henry Ward,1976,1977,G-F,6-4,195,"January 30, 1952",Jackson State University,wardhe01
1069,Casper Ware,2014,2014,G,5-10,175,"January 17, 1990",Cal State Long Beach,wareca01
1070,Jim Ware,1967,1969,F,6-7,210,"May 2, 1944",Oklahoma City University,wareji01
1071,Kel'el Ware,2025,2025,C,7-0,230,"April 20, 2004","Oregon, Indiana",wareke01
1072,Ben Warley,1963,1970,F-G,6-5,200,"September 4, 1936",Tennessee State,warlebe01
1073,Bob Warlick,1966,1970,G-F,6-5,200,"March 20, 1941","University of Southern Colorado, Pepperdine",warlibo01
1074,Cornell Warner,1971,1977,F-C,6-9,220,"August 12, 1948",Jackson State University,warneco01
1075,Jameel Warney,2018,2018,F,6-8,260,"January 31, 1994",Stony Brook University,warneja01
1076,Bob Warren,1969,1976,G,6-5,190,"July 17, 1946",Vanderbilt,warrebo01
1077,John Warren,1970,1974,G-F,6-3,180,"July 7, 1947",St. John's,warrejo01
1078,T.J. Warren,2015,2024,F,6-8,220,"September 5, 1993",NC State,warretj01
1079,Willie Warren,2011,2011,G,6-4,203,"October 22, 1989",Oklahoma,warrewi01
1080,Bryan Warrick,1983,1986,G,6-5,195,"July 22, 1959",Saint Joseph's,warribr01
1081,Hakim Warrick,2006,2013,F,6-9,219,"July 8, 1982",Syracuse,warriha01
1082,Chris Washburn,1987,1988,C,6-11,225,"May 13, 1965",NC State,washbch01
1083,Julian Washburn,2019,2019,F,6-8,210,"December 18, 1991",Texas-El Paso,washbju01
1084,Bobby Washington,1970,1972,G,5-11,175,"July 11, 1947",Eastern Kentucky University,washibo01
1085,Darius Washington,2008,2008,G,6-2,195,"December 6, 1985",Memphis,washida01
1086,Don Washington,1975,1976,F,6-8,210,"April 22, 1952",UNC,washido01
1087,Duane Washington,1988,1993,G,6-4,195,"August 31, 1964",Middle Tennessee,washidu01
1088,Duane Washington Jr.,2022,2023,G,6-3,210,"March 24, 2000",Ohio State,washidu02
1089,Eric Washington,1998,1999,G,6-4,190,"March 23, 1974",Alabama,washier01
1090,Jim Washington,1966,1976,F-C,6-6,210,"July 1, 1943",Villanova,washiji01
1091,Kermit Washington,1974,1988,F-C,6-8,230,"September 17, 1951",American University,washike01
1092,P.J. Washington,2020,2025,F,6-7,230,"August 23, 1998",Kentucky,washipj01
1093,Pearl Washington,1987,1989,G,6-2,190,"January 6, 1964",Syracuse,washipe01
1094,Richard Washington,1977,1982,F-C,6-11,220,"July 15, 1955",UCLA,washiri01
1095,Stan Washington,1975,1975,G,6-4,190,"January 23, 1952",University of San Diego,washist01
1096,Trooper Washington,1968,1973,F-C,6-7,215,"April 21, 1944",Cheyney (PA),washitr01
1097,TyTy Washington Jr.,2023,2025,G,6-3,197,"November 15, 2001",Kentucky,washity02
1098,Wilson Washington,1978,1979,F-C,6-9,227,"August 3, 1955",Old Dominion,washiwi01
1099,Yuta Watanabe,2019,2024,F,6-9,215,"October 13, 1994",George Washington,watanyu01
1100,Lindy Waters III,2022,2025,G,6-6,215,"July 28, 1997",Oklahoma State,waterli01
1101,Tremont Waters,2020,2022,G,5-10,175,"January 10, 1998",LSU,watertr01
1102,Trendon Watford,2022,2025,F,6-9,240,"November 9, 2000",LSU,watfotr01
1103,Darryl Watkins,2008,2012,C,6-11,258,"November 8, 1984",Syracuse,watkida01
1104,Bobby Watson,1955,1955,G,6-0,160,"March 22, 1930",Kentucky,watsobo01
1105,C.J. Watson,2008,2017,G,6-2,175,"April 17, 1984",Tennessee,watsocj01
1106,Earl Watson,2002,2014,G,6-1,195,"June 12, 1979",UCLA,watsoea01
1107,Jamie Watson,1995,1999,F,6-7,190,"February 23, 1972",South Carolina,watsoja01
1108,Paul Watson,2020,2022,G,6-6,210,"December 30, 1994",Fresno State,watsopa01
1109,Peyton Watson,2023,2025,G-F,6-8,200,"September 11, 2002",UCLA,watsope01
1110,Ron Watts,1966,1967,F,6-6,210,"May 21, 1943",Wake Forest,wattsro01
1111,Sam Watts,1971,1971,G,6-3,185,"March 14, 1948","Florida A&M, University of Great Falls",wattssa01
1112,Slick Watts,1974,1979,G,6-1,175,"July 22, 1951",Xavier University of Louisiana,wattssl01
1113,Maalik Wayns,2013,2014,G,6-2,200,"May 2, 1991",Villanova,waynsma01
1114,David Wear,2015,2015,F,6-10,230,"September 21, 1990","UNC, UCLA",wearda01
1115,Travis Wear,2015,2018,F,6-10,230,"September 21, 1990","UNC, UCLA",weartr01
1116,Clarence Weatherspoon,1993,2005,F,6-6,240,"September 8, 1970",Southern Miss,weathcl01
1117,Nick Weatherspoon,1974,1980,F,6-7,195,"July 20, 1950",Illinois,weathni01
1118,Quinndary Weatherspoon,2020,2022,G,6-3,205,"September 10, 1996",Mississippi State,weathqu01
1119,Kyle Weaver,2009,2011,G,6-6,201,"February 18, 1986",Washington State,weaveky01
1120,James Webb III,2018,2018,F,6-9,202,"August 19, 1993",Boise State,webbja01
1121,Jeff Webb,1971,1972,G,6-4,170,"July 6, 1948",Kansas State,webbje01
1122,Marcus Webb,1993,1993,F-C,6-9,255,"May 9, 1970",Alabama,webbma01
1123,Spud Webb,1986,1998,G,5-6,133,"July 13, 1963","Midland College, NC State",webbsp01
1124,Chris Webber,1994,2008,F-C,6-10,245,"March 1, 1973",Michigan,webbech01
1125,Briante Weber,2016,2018,G,6-2,165,"December 29, 1992",VCU,weberbr01
1126,Jake Weber,1947,1947,C,6-6,225,"March 18, 1918",Purdue,weberja01
1127,Elnardo Webster,1972,1972,F,6-5,190,"March 6, 1948","Wharton County Junior College, Saint Peter's College",webstel01
