Player,Team,From,To,Position,Height,Weight,Birth Date,College,bball_id,draft_year,draft_round,draft_number
Randy Brown,Unknown,1992.0,2003.0,G,6-2,190.0,"May 22, 1968","Houston, New Mexico State",brownra02,1991.0,2.0,31.0
Randy Denton,Unknown,1972.0,1977.0,C,6-10,240.0,"February 18, 1949",Duke,dentora01,1971.0,2.0,61.0
Randy Foye,Unknown,2007.0,2017.0,G,6-4,213.0,"September 24, 1983",Villanova,foyera01,2006.0,1.0,7.0
Randy Holcomb,Unknown,2006.0,2006.0,F,6-9,225.0,"August 8, 1979","Fresno State, San Diego State",holcora01,2002.0,2.0,57.0
Randy Livingston,Unknown,1997.0,2007.0,G,6-4,209.0,"April 2, 1975",LSU,livinra01,1996.0,2.0,42.0
Randy Mahaffey,Unknown,1968.0,1971.0,F,6-7,210.0,"September 28, 1945",Clemson,mahafra01,1967.0,1.0,16.0
Randy Smith,Unknown,1972.0,1983.0,G-F,6-3,180.0,"December 12, 1948",Buffalo State,smithra01,1970.0,2.0,205.0
Randy Stoll,,1968.0,1968.0,C,6-7,235.0,,Washington State,stollra01,,,
Randy White,Unknown,1990.0,1994.0,F,6-8,240.0,"November 4, 1967",Louisiana Tech,whitera01,1989.0,1.0,8.0
Randy Wittman,Unknown,1984.0,1992.0,G-F,6-6,210.0,"October 28, 1959",Indiana,wittmra01,1983.0,1.0,22.0
Randy Woods,Unknown,1993.0,1996.0,G,5-10,185.0,"September 23, 1970",La Salle,woodsra01,1992.0,1.0,16.0
Rashad McCants,Unknown,2006.0,2009.0,G,6-4,207.0,"September 25, 1984",UNC,mccanra01,2005.0,1.0,14.0
Rashad Vaughn,Unknown,2016.0,2018.0,G,6-6,202.0,"August 16, 1996",UNLV,vaughra01,2015.0,1.0,17.0
Rashard Lewis,Unknown,1999.0,2014.0,F,6-10,215.0,"August 8, 1979",,lewisra02,1998.0,2.0,32.0
Rasheed Wallace,Unknown,1996.0,2013.0,F-C,6-11,225.0,"September 17, 1974",UNC,wallara01,1995.0,1.0,4.0
Rasho Nesterović,,1999.0,2010.0,C,7-0,248.0,"May 30, 1976",,nestera01,,,
Rastko Cvetković,,1996.0,1996.0,C,7-1,260.0,"June 22, 1970",,cvetkra01,,,
Rasual Butler,Unknown,2003.0,2016.0,F-G,6-7,215.0,"May 23, 1979",La Salle,butlera01,2002.0,2.0,53.0
Ratko Varda,,2002.0,2002.0,C,7-1,260.0,"May 6, 1979",,vardara01,,,
Raul Neto,Unknown,2016.0,2023.0,G,6-1,180.0,"May 19, 1992",,netora01,2013.0,2.0,47.0
Rawle Alkins,,2019.0,2019.0,G,6-5,225.0,"October 29, 1997",Arizona,alkinra01,,,
Rawle Marshall,,2006.0,2007.0,G-F,6-9,190.0,"February 20, 1982","Ball State University, Oakland",marshra01,,,
Ray Allen,Unknown,1997.0,2014.0,G,6-5,205.0,"July 20, 1975",UConn,allenra02,1996.0,1.0,5.0
Ray Blume,Unknown,1982.0,1982.0,G,6-4,185.0,"September 23, 1958",Oregon State,blumera01,1981.0,2.0,36.0
Ray Corley,,1950.0,1953.0,G,6-0,180.0,"January 14, 1928",Georgetown,corlera01,,,
Ray Ellefson,,1949.0,1951.0,C,6-8,230.0,"November 18, 1922",West Texas A&M University,ellefra01,,,
Ray Epps,Unknown,1979.0,1979.0,F,6-6,195.0,"August 20, 1956",Norfolk State,eppsra01,1977.0,2.0,104.0
Ray Felix,,1954.0,1962.0,C,6-11,220.0,"December 10, 1930",Long Island University,felixra01,,,
Ray Kuka,,1948.0,1949.0,F,6-3,200.0,"February 17, 1922",Notre Dame,kukara01,,,
Ray Lumpp,,1949.0,1953.0,G,6-1,178.0,"July 11, 1923",NYU,lumppra01,,,
Ray McCallum,Unknown,2014.0,2016.0,G,6-3,190.0,"June 12, 1991",Detroit Mercy,mccalra01,1983.0,2.0,164.0
Ray Owes,,1997.0,1997.0,F,6-9,224.0,"December 11, 1972",Arizona,owesra01,,,
Ray Radziszewski,Unknown,1958.0,1958.0,F,6-5,210.0,"March 1, 1935",Saint Joseph's,radzira01,1957.0,1.0,30.0
Ray Ragelis,,1952.0,1952.0,F,6-4,205.0,"December 10, 1928",Northwestern,ragelra01,,,
Ray Ramsey,,1949.0,1949.0,G-F,6-2,165.0,"July 18, 1921",Bradley,ramsera01,,,
Ray Scott,Unknown,1962.0,1972.0,F-C,6-9,215.0,"July 12, 1938","New York City College of Technology, University of Portland",scottra01,1961.0,1.0,4.0
Ray Spalding,Unknown,2019.0,2021.0,F,6-10,215.0,"March 11, 1997",Louisville,spaldra01,2018.0,2.0,56.0
Ray Tolbert,Unknown,1982.0,1989.0,F,6-9,225.0,"September 10, 1958",Indiana,tolbera01,1981.0,1.0,18.0
Ray Wertis,,1947.0,1948.0,G,5-11,,"July 30, 1923",St. John's,wertira01,,,
Ray Williams,Unknown,1978.0,1987.0,G,6-3,188.0,"October 14, 1954",Minnesota,willira01,1977.0,1.0,10.0
RayJ Dennis,,2025.0,2025.0,G,6-2,180.0,"March 30, 2001","Boise State, Toledo, Baylor",dennira01,,,
Rayan Rupert,Portland Trail Blazers,2024.0,2025.0,G,6-6,205.0,"May 31, 2004",,ruperra01,2023.0,2.0,43.0
Rayjon Tucker,,2020.0,2022.0,F,6-3,209.0,"September 24, 1997","Florida Gulf Coast, Little Rock",tuckera01,,,
Raymond Brown,,1990.0,1990.0,F,6-8,220.0,"July 5, 1965","Mississippi State, Idaho",brownra01,,,
Raymond Felton,Unknown,2006.0,2019.0,G,6-1,205.0,"June 26, 1984",UNC,feltora01,2005.0,1.0,5.0
Raymond Townsend,Unknown,1979.0,1982.0,G,6-3,175.0,"December 20, 1955",UCLA,townsra01,1978.0,1.0,22.0
Raül López,,2004.0,2005.0,G,6-1,170.0,"April 15, 1980",,lopezra01,,,
Red Davis,,1956.0,1956.0,C,6-7,220.0,"April 22, 1932",St. John's,davisre01,,,
Red Dehnert,,1947.0,1947.0,F,6-3,175.0,"January 24, 1924",Columbia University,dehnere01,,,
Red Holzman,,1949.0,1954.0,G,5-10,175.0,"August 10, 1920",City College of New York,holzmre01,,,
Red Kerr,,1955.0,1966.0,C-F,6-9,230.0,"July 17, 1932",Illinois,kerrre01,,,
Red Klotz,,1948.0,1948.0,G,5-7,150.0,"October 21, 1920",Villanova,klotzhe01,,,
Red Mihalik,,1947.0,1947.0,G,6-0,180.0,"September 22, 1916",,mihalre01,,,
Red Morrison,,1955.0,1958.0,F-C,6-8,220.0,"April 26, 1932",Idaho,morrire01,,,
Red Owens,,1950.0,1952.0,G-F,6-3,185.0,"September 2, 1925",Baylor,owensre01,,,
Red Robbins,Unknown,1968.0,1975.0,F-C,6-8,190.0,"September 30, 1944","Chipola College, Tennessee",robbire01,1966.0,2.0,59.0
Red Rocha,,1948.0,1957.0,C-F,6-9,185.0,"September 18, 1923",Oregon State,rochare01,,,
Red Stroud,Unknown,1968.0,1968.0,G,6-0,160.0,"May 2, 1941",Mississippi State,stroure01,1963.0,2.0,45.0
Red Wallace,,1947.0,1947.0,G,6-1,185.0,"July 12, 1918",University of Scranton,wallare01,,,
Reece Beekman,,2025.0,2025.0,G,6-1,190.0,"October 8, 2001",Virginia,beekmre01,,,
Reece Gaines,Unknown,2004.0,2006.0,G,6-6,205.0,"January 7, 1981",Louisville,gainere01,2003.0,1.0,15.0
Reed Sheppard,Houston Rockets,2025.0,2025.0,G,6-2,185.0,"June 24, 2004",Kentucky,sheppre01,2024.0,1.0,3.0
Reggie Bullock,Unknown,2014.0,2024.0,G-F,6-6,205.0,"March 16, 1991",UNC,bullore01,2013.0,1.0,25.0
Reggie Carter,Unknown,1981.0,1982.0,G,6-3,175.0,"October 10, 1957","Hawaii, St. John's",cartere01,1979.0,1.0,27.0
Reggie Evans,,2003.0,2015.0,F,6-8,245.0,"May 18, 1980",Iowa,evansre01,,,
Reggie Geary,Unknown,1997.0,1998.0,G,6-2,187.0,"August 31, 1973",Arizona,gearyre01,1996.0,2.0,56.0
Reggie Hanson,,1998.0,1998.0,F,6-8,195.0,"October 6, 1968",Kentucky,hansore01,,,
Reggie Harding,Unknown,1964.0,1968.0,C,7-0,249.0,"May 4, 1942",,hardire01,1962.0,2.0,31.0
Reggie Hearn,,2018.0,2018.0,G,6-5,210.0,"August 14, 1991",Northwestern,hearnre01,,,
Reggie Jackson,Philadelphia 76ers,2012.0,2025.0,G,6-2,208.0,"April 16, 1990",Boston College,jacksre01,2011.0,1.0,24.0
Reggie Johnson,Unknown,1981.0,1984.0,F-C,6-9,205.0,"June 25, 1957",Tennessee,johnsre01,1980.0,1.0,15.0
Reggie Jordan,,1994.0,2000.0,G,6-4,195.0,"January 26, 1968",New Mexico State,jordare01,,,
Reggie King,Unknown,1980.0,1985.0,F,6-6,225.0,"February 14, 1957",Alabama,kingre01,1979.0,1.0,18.0
Reggie Lacefield,Unknown,1969.0,1969.0,G-F,6-5,230.0,"April 10, 1945",Western Michigan,lacefre01,1968.0,2.0,155.0
Reggie Lewis,Unknown,1988.0,1993.0,G-F,6-7,195.0,"November 21, 1965",Northeastern University,lewisre01,1987.0,1.0,22.0
Reggie Miller,Unknown,1988.0,2005.0,G-F,6-7,185.0,"August 24, 1965",UCLA,millere01,1987.0,1.0,11.0
Reggie Perry,Unknown,2021.0,2022.0,F-C,6-8,250.0,"March 21, 2000",Mississippi State,perryre01,2020.0,2.0,57.0
Reggie Royals,Unknown,1975.0,1975.0,C,6-10,200.0,"September 18, 1950",Florida State,royalre01,1973.0,2.0,70.0
Reggie Slater,,1995.0,2003.0,F,6-7,215.0,"August 27, 1970",Wyoming,slatere01,,,
Reggie Smith,Unknown,1993.0,1994.0,C,6-10,240.0,"August 21, 1970",TCU,smithre01,1992.0,2.0,31.0
Reggie Theus,Unknown,1979.0,1991.0,G,6-6,190.0,"October 13, 1957",UNLV,theusre01,1978.0,1.0,9.0
Reggie Williams,Unknown,1988.0,1997.0,F-G,6-7,190.0,"March 5, 1964",Georgetown,willire01,1987.0,1.0,4.0
Reggie Williams,Unknown,2010.0,2017.0,F,6-6,205.0,"September 14, 1986",Virginia Military Institute,willire02,1987.0,1.0,4.0
Renaldo Balkman,Unknown,2007.0,2012.0,F,6-8,208.0,"July 14, 1984",South Carolina,balkmre01,2006.0,1.0,20.0
Renaldo Major,,2007.0,2007.0,F,6-7,200.0,"May 7, 1982","South Plains College, Fresno State",majorre01,,,
Rex Chapman,Unknown,1989.0,2000.0,G,6-4,185.0,"October 5, 1967",Kentucky,chapmre01,1988.0,1.0,8.0
Rex Morgan,Unknown,1971.0,1972.0,G,6-5,190.0,"October 27, 1948",Jacksonville University,morgare01,1970.0,1.0,21.0
Rex Walters,Unknown,1994.0,2000.0,G,6-4,190.0,"March 12, 1970","Northwestern, Kansas",waltere01,1993.0,1.0,16.0
Rich Dumas,Unknown,1969.0,1969.0,G,6-3,170.0,"April 21, 1944",Northeastern State University,dumasri01,1968.0,2.0,83.0
Rich Eichhorst,,1962.0,1962.0,G,6-3,200.0,"October 21, 1933",SE Missouri State,eichhdi01,,,
Rich Johnson,Unknown,1969.0,1971.0,C,6-7,210.0,"December 18, 1946",Grambling State University,johnsri01,1968.0,2.0,46.0
Rich Jones,Unknown,1970.0,1977.0,F-C,6-6,220.0,"December 27, 1946","Illinois, Memphis",jonesri01,1975.0,2.0,90.0
Rich Kelley,Unknown,1976.0,1986.0,C-F,7-0,235.0,"March 23, 1953",Stanford,kelleri01,1975.0,1.0,7.0
Rich King,Unknown,1992.0,1995.0,C,7-2,260.0,"April 4, 1969",Nebraska,kingri01,1991.0,1.0,14.0
Rich Laurel,Unknown,1978.0,1978.0,G,6-6,190.0,"July 11, 1954",Hofstra,laureri01,1977.0,1.0,19.0
Rich Manning,Unknown,1996.0,1997.0,C,6-11,253.0,"June 23, 1970","Syracuse, Washington",manniri01,1993.0,2.0,40.0
Rich Niemann,Unknown,1969.0,1972.0,C,7-0,245.0,"July 2, 1946",Saint Louis,niemari01,1968.0,2.0,42.0
Rich Parks,Unknown,1968.0,1968.0,F,6-7,235.0,"October 28, 1943",Saint Louis,parksri01,1966.0,2.0,47.0
Rich Peek,Unknown,1968.0,1968.0,C,6-11,230.0,"October 28, 1943","Florida, Louisiana Tech",peekri01,1967.0,2.0,148.0
Rich Rinaldi,Unknown,1972.0,1974.0,G,6-3,195.0,"August 3, 1949",Saint Peter's College,rinalri01,1971.0,2.0,43.0
Rich Yonakor,Unknown,1982.0,1982.0,F,6-9,220.0,"October 3, 1958",UNC,yonakri01,1980.0,2.0,61.0
Richard Anderson,Unknown,1983.0,1990.0,F-C,6-10,240.0,"November 19, 1960",UC Santa Barbara,anderri01,1982.0,2.0,32.0
Richard Coffey,,1991.0,1991.0,F,6-6,212.0,"September 2, 1965",Minnesota,cofferi01,,,
Richard Dumas,Unknown,1993.0,1996.0,F,6-7,200.0,"May 19, 1969",Oklahoma State,dumasri02,1991.0,2.0,46.0
Richard Hamilton,Unknown,2000.0,2013.0,G-F,6-6,185.0,"February 14, 1978",UConn,hamilri01,1999.0,1.0,7.0
Richard Jefferson,Unknown,2002.0,2018.0,F,6-7,233.0,"June 21, 1980",Arizona,jefferi01,2001.0,1.0,13.0
Richard Morton,,1989.0,1989.0,G,6-3,190.0,"February 2, 1966",Cal State Fullerton,mortori01,,,
Richard Petruška,,1994.0,1994.0,C-F,6-10,260.0,"January 25, 1969","Loyola Marymount, UCLA",petruri01,,,
Richard Rellford,Unknown,1988.0,1988.0,F,6-6,230.0,"February 16, 1964",Michigan,rellfri01,1986.0,2.0,95.0
Richard Washington,Unknown,1977.0,1982.0,F-C,6-11,220.0,"July 15, 1955",UCLA,washiri01,1976.0,1.0,3.0
Richaun Holmes,Washington Wizards,2016.0,2025.0,C-F,6-10,235.0,"October 15, 1993",Bowling Green,holmeri01,2015.0,2.0,37.0
Richie Frahm,,2004.0,2008.0,G,6-5,210.0,"August 14, 1977",Gonzaga,frahmri01,,,
Richie Guerin,,1957.0,1970.0,G,6-4,195.0,"May 29, 1932",Iona College,gueriri01,,,
Richie Moore,Unknown,1968.0,1968.0,G,6-2,190.0,,"Villanova, Hiram Scott College",mooreri01,1965.0,2.0,43.0
Richie Niemiera,,1949.0,1950.0,G-F,6-1,165.0,"May 26, 1921",Notre Dame,niemiri01,,,
Richie Regan,,1956.0,1958.0,G,6-2,180.0,"November 30, 1930",Seton Hall,reganri01,,,
Rick Adelman,Unknown,1969.0,1975.0,G,6-1,175.0,"June 16, 1946",Loyola Marymount,adelmri01,1968.0,2.0,79.0
Rick Barry,Unknown,1966.0,1980.0,F,6-7,205.0,"March 28, 1944",Miami (FL),barryri01,1965.0,1.0,4.0
Rick Brunson,,1998.0,2006.0,G,6-4,190.0,"June 14, 1972",Temple,brunsri01,,,
Rick Calloway,,1991.0,1991.0,F,6-6,180.0,"December 12, 1966","Indiana, Kansas",callori01,,,
Rick Carlisle,Unknown,1985.0,1990.0,G,6-5,210.0,"October 27, 1959","University of Maine, Virginia",carliri01,1984.0,2.0,70.0
Rick Darnell,,1976.0,1976.0,C-F,6-10,215.0,"January 1, 1953","Cypress College, Indiana State University, San Jose State",darneri01,,,
Rick Fisher,Unknown,1972.0,1972.0,F,6-5,215.0,"October 27, 1948","Trinidad State Junior College, Colorado State",fisheri01,1971.0,1.0,27.0
Rick Fox,Unknown,1992.0,2004.0,F-G,6-7,230.0,"July 24, 1969",UNC,foxri01,1991.0,1.0,24.0
Rick Hughes,,2000.0,2000.0,F,6-9,235.0,"August 22, 1973",Thomas More College,hugheri02,,,
Rick Mahorn,Unknown,1981.0,1999.0,C-F,6-10,240.0,"September 21, 1958",Hampton,mahorri01,1980.0,2.0,35.0
Rick Mount,Unknown,1971.0,1975.0,G,6-3,175.0,"January 5, 1947",Purdue,mountri01,1970.0,2.0,132.0
Rick Roberson,Unknown,1970.0,1976.0,C-F,6-9,231.0,"July 7, 1947",Cincinnati,roberri01,1969.0,1.0,15.0
Rick Robey,Unknown,1979.0,1986.0,C-F,6-11,230.0,"January 30, 1956",Kentucky,robeyri01,1978.0,1.0,3.0
Rick Weitzman,Unknown,1968.0,1968.0,G,6-2,175.0,"April 30, 1946",Northeastern University,weitzri01,1967.0,2.0,110.0
Rick Wilson,Unknown,1979.0,1980.0,G,6-5,200.0,"February 7, 1956",Louisville,wilsori01,1978.0,1.0,25.0
Rickey Brown,Unknown,1981.0,1985.0,C-F,6-10,215.0,"August 20, 1958",Mississippi State,brownri01,1980.0,1.0,13.0
Rickey Green,Unknown,1978.0,1992.0,G,6-0,170.0,"August 18, 1954","Vincennes University, Michigan",greenri01,1977.0,1.0,16.0
Rickey Williams,Unknown,1983.0,1983.0,G,6-1,175.0,"March 12, 1957","New Mexico, Cal State Long Beach",williri01,1978.0,2.0,190.0
Rickie Winslow,Unknown,1988.0,1988.0,F,6-8,225.0,"July 26, 1964",Houston,winslri01,1987.0,1.0,28.0
Ricky Berry,Unknown,1989.0,1989.0,F,6-8,205.0,"October 6, 1964","Oregon State, San Jose State",berryri01,1988.0,1.0,18.0
Ricky Blanton,Unknown,1993.0,1993.0,F,6-7,215.0,"April 21, 1966",LSU,blantri01,1989.0,2.0,46.0
Ricky Council IV,,2024.0,2025.0,G,6-6,205.0,"August 3, 2001","Wichita State, Arkansas",councri01,,,
Ricky Davis,Unknown,1999.0,2010.0,G-F,6-6,195.0,"September 23, 1979",Iowa,davisri01,1998.0,1.0,21.0
Ricky Grace,Unknown,1994.0,1994.0,G,6-1,180.0,"August 20, 1967","Midland College, Oklahoma",graceri01,1988.0,2.0,67.0
Ricky Ledo,Unknown,2014.0,2015.0,G,6-7,195.0,"September 10, 1992",,ledori01,2013.0,2.0,43.0
Ricky Marsh,Unknown,1978.0,1978.0,G,6-3,200.0,"March 10, 1954",Manhattan University,marshri01,1977.0,2.0,165.0
Ricky Pierce,Unknown,1983.0,1998.0,G,6-4,205.0,"August 19, 1959","Walla Walla Community College, Rice University",piercri01,1982.0,1.0,18.0
Ricky Rubio,Unknown,2012.0,2023.0,G,6-2,190.0,"October 21, 1990",,rubiori01,2009.0,1.0,5.0
Ricky Sobers,Unknown,1976.0,1986.0,G,6-3,198.0,"January 15, 1953",UNLV,soberri01,1975.0,1.0,16.0
Ricky Wilson,Unknown,1988.0,1988.0,G,6-3,195.0,"July 16, 1964",George Mason,wilsori02,1986.0,2.0,52.0
Rik Smits,Unknown,1989.0,2000.0,C,7-4,250.0,"August 23, 1966",Marist College,smitsri01,1988.0,1.0,2.0
Riley Minix,,2025.0,2025.0,G,6-7,230.0,"September 22, 2000","Southeastern University, Morehead State University",minixri01,,,
Riney Lochmann,,1968.0,1970.0,F,6-6,215.0,"May 26, 1944",Kansas,lochmri01,,,
Rob Dillingham,Minnesota Timberwolves,2025.0,2025.0,G,6-1,176.0,"January 4, 2005",Kentucky,dilliro01,2024.0,1.0,8.0
Rob Edwards,,2022.0,2022.0,G,6-5,205.0,"January 20, 1997","Cleveland State University, Arizona State",edwarro01,,,
Rob Kurz,,2009.0,2009.0,F,6-9,232.0,"March 5, 1985",Notre Dame,kurzro01,,,
Rob Lock,Unknown,1989.0,1989.0,F,6-9,225.0,"May 22, 1966",Kentucky,lockro01,1988.0,2.0,51.0
Rob Rose,,1989.0,1989.0,G,6-5,180.0,"December 27, 1964",George Mason,rosero01,,,
Rob Williams,Unknown,1983.0,1984.0,G,6-2,175.0,"May 5, 1961",Houston,williro02,1982.0,1.0,19.0
Robbie Hummel,Unknown,2014.0,2015.0,F,6-8,215.0,"March 8, 1989",Purdue,hummero01,2012.0,2.0,58.0
Robert Archibald,Unknown,2003.0,2004.0,F,6-11,250.0,"March 29, 1980",Illinois,archiro01,2002.0,2.0,32.0
Robert Churchwell,,1996.0,1996.0,G-F,6-6,195.0,"February 20, 1972",Georgetown,churcro01,,,
Robert Covington,,2014.0,2024.0,F-C,6-7,209.0,"December 14, 1990",Tennessee State,covinro01,,,
Robert Franks,,2021.0,2021.0,F,6-7,225.0,"December 18, 1996",Washington State,frankro01,,,
Robert Hahn,,1950.0,1950.0,C,6-10,240.0,"August 25, 1925",NC State,hahnro01,,,
Robert Hite,,2007.0,2007.0,G,6-2,184.0,"January 12, 1984",Miami (FL),hitero01,,,
Robert Horry,Unknown,1993.0,2008.0,F,6-10,240.0,"August 25, 1970",Alabama,horryro01,1992.0,1.0,11.0
Robert Pack,,1992.0,2004.0,G,6-2,180.0,"February 3, 1969",USC,packro01,,,
Robert Parish,Unknown,1977.0,1997.0,C,7-1,230.0,"August 30, 1953",Centenary (LA),parisro01,1976.0,1.0,8.0
Robert Reid,Unknown,1978.0,1991.0,F-G,6-8,205.0,"August 30, 1955",St. Mary's University,reidro01,1977.0,2.0,40.0
Robert Sacre,Unknown,2013.0,2016.0,C,7-0,270.0,"June 6, 1989",Gonzaga,sacrero01,2012.0,2.0,60.0
Robert Smith,Unknown,1978.0,1985.0,G,5-11,165.0,"March 10, 1955",UNLV,smithro01,1977.0,2.0,65.0
Robert Swift,Unknown,2005.0,2009.0,C,7-0,245.0,"December 3, 1985",,swiftro01,2004.0,1.0,12.0
Robert Traylor,Unknown,1999.0,2005.0,F,6-8,284.0,"February 1, 1977",Michigan,traylro01,1998.0,1.0,6.0
Robert Werdann,Unknown,1993.0,1997.0,C,6-11,250.0,"September 12, 1970",St. John's,werdaro01,1992.0,2.0,46.0
Robert Whaley,Unknown,2006.0,2006.0,C,6-10,260.0,"April 16, 1982","Barton County Community College, Cincinnati, Walsh University",whalero01,2005.0,2.0,51.0
Robert Williams,Portland Trail Blazers,2019.0,2025.0,C-F,6-9,237.0,"October 17, 1997",Texas A&M,williro04,1981.0,2.0,125.0
Robert Woodard II,Unknown,2021.0,2022.0,F,6-6,235.0,"September 22, 1999",Mississippi State,woodaro01,2020.0,2.0,40.0
Robin Jones,,1977.0,1978.0,F-C,6-9,225.0,"February 2, 1954",Saint Louis,jonesro01,,,
Robin Lopez,Unknown,2009.0,2024.0,C,7-1,281.0,"April 1, 1988",Stanford,lopezro01,2008.0,1.0,15.0
Rock Lee,,1982.0,1982.0,C,6-10,220.0,"May 1, 1955","California, San Diego State",leero02,,,
Rod Derline,Unknown,1975.0,1976.0,G,6-0,175.0,"March 11, 1952",Seattle University,derliro01,1974.0,2.0,169.0
Rod Foster,Unknown,1984.0,1986.0,G,6-1,160.0,"October 10, 1960",UCLA,fostero01,1983.0,1.0,28.0
Rod Freeman,Unknown,1974.0,1974.0,F,6-7,225.0,"November 5, 1950",Vanderbilt,freemro01,1973.0,2.0,166.0
Rod Higgins,Unknown,1983.0,1995.0,F,6-7,200.0,"January 31, 1960",Fresno State,higgiro01,1982.0,2.0,31.0
Rod Knowles,Unknown,1969.0,1969.0,F-C,6-9,215.0,"February 27, 1946",Davidson,knowlro01,1968.0,2.0,77.0
Rod McDonald,Unknown,1971.0,1973.0,F,6-6,205.0,"April 9, 1945",Whitworth,mcdonro01,1967.0,2.0,101.0
Rod Strickland,Unknown,1989.0,2005.0,G,6-3,175.0,"July 11, 1966",DePaul,stricro02,1988.0,1.0,19.0
Rod Thorn,Unknown,1964.0,1971.0,G,6-4,195.0,"May 23, 1941",West Virginia,thornro01,1963.0,1.0,2.0
Rodions Kurucs,Unknown,2019.0,2021.0,F,6-9,228.0,"February 5, 1998",,kurucro01,2018.0,2.0,40.0
Rodney Buford,Unknown,2000.0,2005.0,G-F,6-5,189.0,"November 2, 1977",Creighton,buforro01,1999.0,2.0,53.0
Rodney Carney,Unknown,2007.0,2011.0,F,6-7,205.0,"April 15, 1984",Memphis,carnero01,2006.0,1.0,16.0
Rodney Hood,Unknown,2015.0,2022.0,G-F,6-8,208.0,"October 20, 1992","Mississippi State, Duke",hoodro01,2014.0,1.0,23.0
Rodney McCray,Unknown,1984.0,1993.0,F-G,6-7,220.0,"August 29, 1961",Louisville,mccraro01,1983.0,1.0,3.0
Rodney McGruder,,2017.0,2023.0,G,6-4,205.0,"July 29, 1991",Kansas State,mcgruro01,,,
Rodney Monroe,Unknown,1992.0,1992.0,G,6-3,185.0,"April 16, 1968",NC State,monroro01,1991.0,1.0,30.0
Rodney Purvis,,2018.0,2018.0,G,6-4,205.0,"February 14, 1994",UConn,purviro01,,,
Rodney Rogers,Unknown,1994.0,2005.0,F,6-7,235.0,"June 20, 1971",Wake Forest,rogerro01,1993.0,1.0,9.0
Rodney Stuckey,Unknown,2008.0,2017.0,G,6-5,210.0,"April 21, 1986",Eastern Washington,stuckro01,2007.0,1.0,15.0
Rodney White,Unknown,2002.0,2005.0,F,6-9,238.0,"June 28, 1980",UNC Charlotte,whitero02,2001.0,1.0,9.0
Rodrick Rhodes,Unknown,1998.0,2000.0,G-F,6-6,225.0,"September 24, 1973","Kentucky, USC",rhodero01,1997.0,1.0,24.0
Rodrigue Beaubois,Unknown,2010.0,2013.0,G,6-0,170.0,"February 24, 1988",,beaubro01,2009.0,1.0,25.0
Roger Brown,Unknown,1968.0,1975.0,F-G,6-5,205.0,"May 22, 1942",Dayton,brownro01,1971.0,2.0,64.0
Roger Brown,Unknown,1973.0,1980.0,C,6-11,225.0,"February 23, 1950",Kansas,brownro02,1971.0,2.0,64.0
Roger Burkman,Unknown,1982.0,1982.0,G,6-5,175.0,"May 22, 1958",Louisville,burkmro01,1981.0,2.0,130.0
Roger Jorgensen,,1947.0,1947.0,C-F,6-5,200.0,"September 2, 1920",Ohio State,jorgero01,,,
Roger Mason,Unknown,2003.0,2014.0,G,6-5,200.0,"September 10, 1980",Virginia,masonro01,2002.0,2.0,31.0
Roger Phegley,Unknown,1979.0,1984.0,G-F,6-6,205.0,"October 16, 1956",Bradley,pheglro01,1978.0,1.0,14.0
Roger Powell,,2007.0,2007.0,F,6-6,235.0,"January 15, 1983",Illinois,powelro01,,,
Roger Schurig,,1968.0,1968.0,G,6-3,185.0,"April 3, 1942",Vanderbilt,schurro01,,,
Roger Strickland,Unknown,1964.0,1964.0,F,6-5,200.0,"September 4, 1940",Jacksonville University,stricro01,1962.0,2.0,36.0
Roko Ukić,,2009.0,2010.0,G,6-5,183.0,"May 12, 1984",,ukicro01,,,
Roland West,Unknown,1968.0,1968.0,G,6-4,178.0,"June 6, 1944",Cincinnati,westro01,1966.0,2.0,73.0
Rolando Blackman,Unknown,1982.0,1994.0,G,6-6,190.0,"February 26, 1959",Kansas State,blackro01,1981.0,1.0,9.0
Rolando Ferreira,Unknown,1989.0,1989.0,C,7-1,240.0,"May 24, 1964",Houston,ferrero01,1988.0,1.0,26.0
Rollen Hans,,1954.0,1955.0,G,6-2,210.0,"April 13, 1931",Long Island University,hansro01,,,
Rollie Seltz,,1950.0,1950.0,G-F,5-10,165.0,"January 25, 1924",Hamline University,seltzro01,,,
Romeo Langford,Unknown,2020.0,2023.0,G,6-5,216.0,"October 25, 1999",Indiana,langfro01,2019.0,1.0,14.0
Ron Anderson,Unknown,1985.0,1994.0,F-G,6-7,215.0,"October 15, 1958",Fresno State,anderro01,1984.0,1.0,27.0
Ron Baker,,2017.0,2019.0,G,6-4,220.0,"March 30, 1993",Wichita State,bakerro01,,,
Ron Behagen,Unknown,1974.0,1980.0,F-C,6-9,185.0,"January 14, 1951",Minnesota,behagro01,1973.0,1.0,7.0
Ron Bonham,Unknown,1965.0,1968.0,F,6-5,192.0,"May 31, 1942",Cincinnati,bonharo01,1964.0,1.0,18.0
Ron Boone,Unknown,1969.0,1981.0,G-F,6-2,200.0,"September 6, 1946","Iowa Western Community College, Clarinda Campus, Idaho State University",boonero01,1968.0,2.0,147.0
Ron Brewer,Unknown,1979.0,1986.0,G,6-4,180.0,"July 16, 1955","University of Arkansas-Fort Smith, Arkansas",brewero01,1978.0,1.0,7.0
